name,category,calories,protein,fat,carbs
"Veal, ground, cooked, pan-fried",Snack,901,25.8,11.8,1.51
"Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled",Snack,151,31.9,2.63,0
"Veal, shoulder, blade chop, separable lean only, cooked, grilled",Snack,666,27.3,5.53,0
"Veal, external fat only, raw",Snack,503,8.85,51.6,0.89
"Veal, external fat only, cooked",Snack,2260,15.3,53.2,0
"Veal, seam fat only, raw",Snack,444,12.5,43.8,0
"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",Snack,190,28.6,8.35,0
"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, braised",Snack,726,30.7,5.63,0
"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, raw",Snack,122,22.5,3.53,0
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",Snack,771,31,6.71,0
"Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, roasted",Snack,175,26.5,7.63,0
"Lamb, Australian, imported, fresh, rack, roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, roasted",Snack,1020,28,14.6,0
"Lamb, Australian, imported, fresh, external fat, cooked",Snack,2250,16.9,52.3,0
"Lamb, Australian, imported, fresh, external fat, raw",Snack,2040,12.6,48.5,0
"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",Snack,204,29.5,9.5,0
"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",Snack,822,20.6,12.7,0
"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",Snack,226,30.2,11.6,0.08
"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",Snack,734,22,9.73,0
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",Snack,187,30.9,7.02,0
"Lamb, Australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, grilled",Snack,1160,30.9,17,0
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",Snack,264,10.6,1.32,52.4
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",Snack,287,11.1,1.43,57.4
"Bagels, egg",Snack,278,10.6,2.1,53
"Biscuits, plain or buttermilk, dry mix",Snack,428,8,15.4,63.4
"Biscuits, plain or buttermilk, dry mix, prepared",Snack,335,7.3,12.1,48.4
"Biscuits, plain or buttermilk, refrigerated dough, lower fat",Snack,1130,6.7,7.83,43.7
"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",Snack,319,7.8,9.1,51.6
"Bread, banana, prepared from recipe, made with margarine",Snack,326,4.3,10.5,54.6
"Bread, boston brown, canned",Snack,195,5.2,1.5,43.3
"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",Snack,418,7,12.2,69.5
"Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs",Breakfast,330,6.59,9.58,54.5
"Bread, cornbread, prepared from recipe, made with low fat (2%) milk",Snack,266,6.7,7.1,43.5
"Bread, french or vienna, toasted (includes sourdough)",Snack,1340,13,2.14,61.9
"Bread, irish soda, prepared from recipe",Snack,290,6.6,5,56
"Bread, Italian",Snack,259,9.49,2.73,48.1
"Bread, multi-grain, toasted (includes whole-grain)",Snack,288,14.5,4.6,47.1
"Bread, pita, white, enriched",Snack,275,9.1,1.2,55.7
"Bread, pita, whole-wheat",Snack,1100,9.8,1.71,55.9
"Bread, protein (includes gluten)",Snack,245,12.1,2.2,43.8
"Bread, pumpernickel",Snack,250,8.7,3.1,47.5
"Bread, reduced-calorie, oatmeal",Breakfast,210,7.6,3.5,43.3
"Bread, reduced-calorie, rye",Snack,203,9.1,2.9,40.5
"Bread, reduced-calorie, wheat",Snack,907,13.3,2.92,42.5
"Bread, reduced-calorie, white",Snack,207,8.7,2.5,44.3
"Bread, rice bran",Snack,243,8.9,4.6,43.5
"Bread, white, commercially prepared (includes soft bread crumbs)",Snack,1110,8.85,3.33,49.4
"Bread, white, commercially prepared, toasted",Snack,290,9,4,54.5
"Bread, white, prepared from recipe, made with nonfat dry milk",Snack,274,7.7,2.6,53.6
"Bread, white, prepared from recipe, made with low fat (2%) milk",Snack,285,7.9,5.7,49.6
"Bread, crumbs, dry, grated, plain",Snack,1650,13.4,5.3,72
"Bread, sticks, plain",Snack,412,12,9.5,68.4
"Bread, stuffing, dry mix",Snack,386,11,3.4,76.2
"Bread, stuffing, dry mix, prepared",Snack,195,2.73,12,18.8
"Cake, pudding-type, carrot, dry mix",Snack,415,5.1,9.8,79.2
"Cake, cherry fudge with chocolate frosting",Snack,264,2.4,12.5,38
"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery",Snack,1630,3.48,20,52.8
"Cake, pudding-type, chocolate, dry mix",Snack,391,4.6,8.14,80.2
"Cake, coffeecake, creme-filled with chocolate frosting",Snack,331,5,10.8,53.8
"Cake, coffeecake, fruit",Snack,311,5.2,10.2,51.5
"Cake, coffeecake, cinnamon with crumb topping, dry mix, prepared",Snack,318,5.5,9.6,52.8
"Cake, fruitcake, commercially prepared",Snack,324,2.9,9.1,61.6
"Cake, pound, commercially prepared, other than all butter, enriched",Snack,389,5.2,17.9,52.5
"Cake, shortcake, biscuit-type, prepared from recipe",Snack,346,6.1,14.2,48.5
"Cake, snack cakes, creme-filled, chocolate with frosting",Snack,1670,3.63,15.9,60.3
"Cake, snack cakes, creme-filled, sponge",Snack,1560,3.47,11.5,64
"Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery",Snack,379,3.16,17.8,55.4
"Cake, yellow, commercially prepared, with vanilla frosting",Snack,1640,2.99,17.9,56.2
"Cake, pudding-type, yellow, dry mix",Snack,423,4,9.8,80
"Cake, yellow, enriched, dry mix",Snack,1560,3.7,3.5,81.9
"Cookies, brownies, dry mix, regular",Snack,434,4,14.9,76.6
"Cookies, brownies, prepared from recipe",Snack,466,6.2,29.1,50.2
"Cookies, butter, commercially prepared, enriched",Snack,467,6.1,18.8,68.9
"Cookies, fudge, cake-type (includes trolley cakes)",Snack,349,5,3.7,78.3
"Cookies, chocolate chip, dry mix",Snack,497,4.6,25.2,66.1
"Cookies, chocolate chip, refrigerated dough",Snack,1890,3.98,21.3,61
"Cookies, chocolate chip, refrigerated dough, baked",Snack,492,4.9,22.6,68.2
"Cookies, chocolate chip, prepared from recipe, made with margarine",Snack,488,5.7,28.3,58.4
"Cookies, gingersnaps",Snack,416,5.6,9.8,76.9
"Cookies, graham crackers, plain or honey (includes cinnamon)",Snack,1800,6.69,10.6,77.7
"Cookies, graham crackers, chocolate-coated",Snack,500,4,25.8,66.8
"Cookies, ladyfingers, with lemon juice and rind",Snack,365,10.6,9.1,59.7
"Cookies, oatmeal, dry mix",Breakfast,462,6.5,19.2,67.3
"Cookies, oatmeal, refrigerated dough",Breakfast,424,5.4,18.9,59.1
"Cookies, oatmeal, refrigerated dough, baked",Breakfast,471,6,21,65.7
"Cookies, oatmeal, with raisins",Breakfast,1850,5.86,15.8,69
"Cookies, peanut butter, prepared from recipe",Snack,475,9,23.8,58.9
"Cookies, peanut butter sandwich, regular",Snack,478,8.8,21.1,65.6
"Cookies, raisin, soft-type",Snack,401,4.1,13.6,68
"Cookies, shortbread, commercially prepared, plain",Snack,2150,5.37,26.2,63.8
"Cookies, shortbread, commercially prepared, pecan",Snack,542,4.9,32.5,58.3
"Cookies, peanut butter sandwich, special dietary",Snack,535,10,34,50.8
"Cookies, sugar wafer, with creme filling, sugar free",Snack,2220,3.57,28.6,66.3
"Cookies, sugar, commercially prepared, regular (includes vanilla)",Snack,464,5.35,19.6,67.3
"Cookies, sugar, refrigerated dough",Snack,436,4,19.5,61.2
"Cookies, vanilla wafers, lower fat",Snack,441,5,15.2,73.6
"Cookies, vanilla wafers, higher fat",Snack,455,4.9,16.4,72.6
"Crackers, cheese, regular",Snack,489,10.9,22.7,59.4
"Crackers, cheese, sandwich-type with peanut butter filling",Snack,496,12.4,25.1,56.7
"Crackers, melba toast, plain",Snack,390,12.1,3.2,76.6
"Crackers, melba toast, rye (includes pumpernickel)",Snack,389,11.6,3.4,77.3
"Crackers, melba toast, wheat",Snack,374,12.9,2.3,76.4
"Crackers, milk",Snack,446,7.6,13.8,71.7
"Crackers, rusk toast",Snack,407,13.5,7.2,72.3
"Crackers, standard snack-type, regular",Snack,2130,6.64,26.4,61.3
"Crackers, standard snack-type, sandwich, with cheese filling",Snack,477,9.3,21.1,61.7
"Crackers, standard snack-type, sandwich, with peanut butter filling",Snack,494,11.5,24.5,58.4
"Crackers, wheat, regular",Snack,1900,7.3,16.4,70.7
"Cream puff shell, prepared from recipe",Snack,360,9,25.9,22.8
"Croissants, butter",Snack,406,8.2,21,45.8
"Croissants, apple",Snack,254,7.4,8.7,37.1
"Croissants, cheese",Snack,414,9.2,20.9,47
"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",Snack,434,5.31,24.9,47.1
"Doughnuts, cake-type, plain, chocolate-coated or frosted",Snack,452,4.93,25.2,51.3
"Doughnuts, cake-type, plain, sugared or glazed",Snack,426,5.2,22.9,50.8
"Doughnuts, cake-type, chocolate, sugared or glazed",Snack,417,4.5,19.9,57.4
"Muffins, English, plain, enriched, with ca prop (includes sourdough)",Snack,951,8.87,1.69,44.2
"Muffins, English, plain, toasted, enriched, with calcium propionate (includes sourdough)",Snack,270,10.3,2.02,52.6
"Muffins, English, mixed-grain (includes granola)",Snack,235,9.1,1.8,46.3
"Muffins, English, raisin-cinnamon (includes apple-cinnamon)",Snack,1000,7.91,1.8,48.1
"French toast, prepared from recipe, made with low fat (2%) milk",Snack,229,7.7,10.8,25
"Hush puppies, prepared from recipe",Snack,337,7.7,13.5,46
"Ice cream cones, cake or wafer-type",Snack,417,8.1,6.9,79
"Ice cream cones, sugar, rolled-type",Snack,402,7.9,3.8,84.1
"Muffins, corn, commercially prepared",Snack,305,5.9,8.4,51
"Muffins, corn, dry mix, prepared",Snack,321,7.4,10.2,49.1
"Muffins, corn, toaster-type",Snack,346,5.3,11.3,57.9
"Muffins, corn, prepared from recipe, made with low fat (2%) milk",Snack,316,7.1,12.3,44.2
"Pancakes, plain, dry mix, complete, prepared",Snack,194,5.2,2.5,36.7
"Pancakes, plain, dry mix, incomplete (includes buttermilk)",Snack,355,10,1.7,73.6
"Pancakes, plain, dry mix, incomplete, prepared",Snack,218,7.8,7.7,28.9
"Pancakes, plain, prepared from recipe",Snack,227,6.4,9.7,28.3
"Pancakes, whole-wheat, dry mix, incomplete, prepared",Snack,208,8.5,6.5,29.4
"Pie, apple, commercially prepared, enriched flour",Snack,237,1.9,11,34
"Pie, apple, prepared from recipe",Snack,265,2.4,12.5,37.1
"Pie, banana cream, prepared from mix, no-bake type",Snack,251,3.4,12.9,31.6
"Pie, chocolate creme, commercially prepared",Snack,353,4.15,22.4,38.4
"Pie, chocolate mousse, prepared from mix, no-bake type",Snack,260,3.5,15.4,29.6
"Pie, coconut creme, commercially prepared",Snack,298,2.1,16.6,37.3
"Pie, coconut cream, prepared from mix, no-bake type",Snack,276,2.8,17.6,28.5
"Pie, lemon meringue, prepared from recipe",Snack,285,3.8,12.9,39.1
"Pie, mince, prepared from recipe",Snack,289,2.6,10.8,48
"Pie, peach",Snack,224,1.9,10,32.9
"Pie, pecan, commercially prepared",Snack,407,4.5,16.7,59.6
"Pie crust, standard-type, dry mix",Snack,518,6.9,31.4,52.1
"Pie crust, standard-type, dry mix, prepared, baked",Snack,501,6.7,30.4,50.4
"Pie crust, standard-type, frozen, ready-to-bake, enriched",Snack,457,6.16,26.1,48.6
"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",Snack,2130,6.5,28.6,56.2
"Pie crust, standard-type, prepared from recipe, baked",Snack,527,6.4,34.6,47.5
"Rolls, dinner, egg",Snack,307,9.5,6.4,52
"Rolls, dinner, oat bran",Snack,236,9.5,4.6,40.2
"Rolls, dinner, rye",Snack,286,10.3,3.4,53.1
"Rolls, dinner, wheat",Snack,273,8.6,6.3,46
"Rolls, hard (includes kaiser)",Snack,293,9.9,4.3,52.7
"Strudel, apple",Snack,274,3.3,11.2,41.1
"Sweet rolls, cheese",Snack,360,7.1,18.3,43.7
"Sweet rolls, cinnamon, commercially prepared with raisins",Snack,372,6.2,16.4,50.9
"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",Snack,388,4.2,9.95,70.3
"Tortillas, ready-to-bake or -fry, corn",Snack,218,5.7,2.85,44.6
"Tortillas, ready-to-bake or -fry, flour, refrigerated",Snack,1280,8.2,7.99,49.4
"Waffles, plain, frozen, ready-to-heat",Snack,285,6.47,9.7,43
"Waffles, plain, prepared from recipe",Snack,291,7.9,14.1,32.9
"Leavening agents, baking soda",Snack,0,0,0,0
"Leavening agents, cream of tartar",Snack,1080,0,0,61.5
"Leavening agents, yeast, baker's, compressed",Snack,105,8.4,1.9,18.1
"Leavening agents, yeast, baker's, active dry",Snack,1360,40.4,7.61,41.2
"Bread, rice bran, toasted",Snack,264,9.7,5,47.3
"Muffins, blueberry, toaster-type, toasted",Snack,333,4.9,10.1,56.7
"Muffins, wheat bran, toaster-type with raisins, toasted",Snack,313,5.5,9.4,55.5
"Pancakes, buttermilk, prepared from recipe",Snack,227,6.8,9.3,28.7
"Waffles, plain, frozen, ready -to-heat, toasted",Snack,1310,7.19,9.61,49.3
"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",Snack,275,10.5,1.6,53.4
"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",Snack,275,10.5,1.6,53.4
"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",Snack,275,10.5,1.6,53.4
"Cake, coffeecake, cinnamon with crumb topping, commercially prepared, unenriched",Snack,418,6.8,23.3,46.7
"Cake, pound, commercially prepared, other than all butter, unenriched",Snack,389,5.2,17.9,52.5
"Cake, pudding-type, white, unenriched, dry mix",Snack,423,3.9,9.5,81
"Cake, yellow, unenriched, dry mix",Snack,432,4.4,11.6,78.1
"Crackers, saltines, low salt (includes oyster, soda, soup)",Snack,421,9.5,8.85,74.3
"Crackers, saltines, unsalted tops (includes oyster, soda, soup)",Snack,434,9.2,11.8,71.5
"Crackers, standard snack-type, regular, low salt",Snack,502,7.4,25.3,61
"Crackers, wheat, low salt",Snack,473,8.6,20.6,64.9
"Crackers, cheese, low sodium",Snack,2100,10.1,25.3,58.2
"Danish pastry, raspberry, unenriched",Snack,371,5.4,18.5,47.8
"Doughnuts, yeast-leavened, glazed, unenriched (includes honey buns)",Snack,403,6.4,22.8,44.3
"English muffins, plain, enriched, without calcium propionate(includes sourdough)",Snack,235,7.7,1.8,46
"Pie, fried pies, lemon",Snack,316,3,16.1,42.6
"Pie crust, standard-type, frozen, ready-to-bake, unenriched",Snack,457,3.9,29.2,44.1
"Popovers, dry mix, unenriched",Snack,371,10.4,4.3,71
"Taco shells, baked, without added salt",Snack,468,7.2,22.6,62.4
"Crackers, saltines, fat-free, low-sodium",Snack,393,10.5,1.6,82.3
"Tart, breakfast, low fat",Snack,372,3.99,5.99,76.8
"Archway Home Style Cookies, Sugar Free Oatmeal",Breakfast,442,5.54,20.9,67.2
"Archway Home Style Cookies, Chocolate Chip Ice Box",Snack,497,4.28,24.4,65
"Archway Home Style Cookies, Iced Oatmeal",Breakfast,435,4.89,16.5,66.8
"Archway Home Style Cookies, Molasses",Snack,1690,4.25,12.1,69.4
"Archway Home Style Cookies, Oatmeal",Breakfast,421,5.48,14.1,68.2
"Archway Home Style Cookies, Oatmeal Raisin",Breakfast,1700,5.17,12.1,69.3
"Archway Home Style Cookies, Strawberry Filled",Snack,1680,4.35,13.3,65.9
"Archway Home Style Cookies, Reduced Fat Ginger Snaps",Snack,424,4.67,11.1,76.2
"Artificial Blueberry Muffin Mix, dry",Snack,407,4.7,8.7,77.4
"Kraft, Stove Top Stuffing Mix Chicken Flavor",Lunch,381,12.6,4.1,73.1
"Martha White Foods, Martha White's Chewy Fudge Brownie Mix, dry",Snack,407,4.42,6.16,83.6
"Martha White Foods, Martha White's Buttermilk Biscuit Mix, dry",Snack,1620,7.81,13.2,59.4
"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",Snack,287,8.7,6,49.6
"Nabisco, Nabisco Grahams Crackers",Snack,424,6.99,10,76.2
"Nabisco, Nabisco Oreo Crunchies, Cookie Crumb Topping",Snack,476,4.78,21.5,70.2
"Game meat, deer, cooked, roasted",Snack,158,30.2,3.19,0
"Game meat, horse, raw",Snack,133,21.4,4.6,0
"Game meat, horse, cooked, roasted",Snack,175,28.1,6.05,0
"Beverages, tea, instant, lemon, unsweetened",Snack,1440,7.4,0.18,78.5
"Beverages, tea, instant, lemon, sweetened, powder",Snack,401,0.12,0.73,98.6
"Beverages, tea, instant, lemon, sweetened, prepared with water",Snack,147,0.01,0.06,8.61
"Beverages, tea, instant, sweetened with sodium saccharin, lemon-flavored, powder",Snack,1410,3.3,0.6,85.4
"Beverages, cocoa mix, with aspartame, powder, prepared with water",Snack,123,1.21,0.23,5.61
"Beverages, carbonated, cola, fast-food cola",Snack,37,0.07,0.02,9.56
"Beverages, fruit punch juice drink, frozen concentrate",Snack,732,0.3,0.7,43.1
"Beverages, fruit punch juice drink, frozen concentrate, prepared with water",Snack,177,0.07,0.17,11.4
"Beverages, water, tap, well",Snack,0,0,0,0
"Alcoholic beverage, liqueur, coffee, 53 proof",Snack,1410,0.1,0.3,46.8
"Alcoholic beverage, liqueur, coffee with cream, 34 proof",Snack,1370,2.8,15.7,20.9
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",Snack,7,0.11,0.03,0.29
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate",Snack,640,0.4,0,39
"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate, prepared with water",Snack,45,0.12,0,11.3
"Beverages, shake, fast food, strawberry",Snack,113,3.4,2.8,18.9
"Beverages, water, tap, municipal",Snack,0,0,0,0
"Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated",Snack,0,0,0,0
"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",Snack,53,0,0,13.2
"Beverages, water, bottled, non-carbonated, CALISTOGA",Snack,0,0,0,0
"Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER",Snack,0,0,0,0
"Beverages, COCA-COLA, POWERADE, lemon-lime flavored, ready-to-drink",Snack,134,0,0.05,7.84
"Beverages, Propel Zero, fruit-flavored, non-carbonated",Snack,5,0,0,1.14
"Beverages, ARIZONA, tea, ready-to-drink, lemon",Snack,39,0,0,9.77
"Beverages, LIPTON BRISK, tea, black, ready-to-drink, lemon",Snack,147,0,0,8.81
"Alcoholic beverage, wine, dessert, dry",Snack,152,0.2,0,11.7
"Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine",Snack,0,0,0,0.1
"Beverages, Cocoa mix, low calorie, powder, with added calcium, phosphorus, aspartame, without added sodium or vitamin A",Snack,1500,25.1,3,58
"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water",Snack,37,0,0.01,9.47
"Fish, herring, Atlantic, raw",Snack,158,18,9.04,0
"Fish, herring, Atlantic, cooked, dry heat",Snack,203,23,11.6,0
"Fish, herring, Atlantic, pickled",Snack,262,14.2,18,9.64
"Fish, mackerel, Atlantic, raw",Snack,205,18.6,13.9,0
"Fish, mackerel, Atlantic, cooked, dry heat",Snack,262,23.8,17.8,0
"Fish, mackerel, jack, canned, drained solids",Snack,156,23.2,6.3,0
"Fish, mackerel, king, raw",Snack,105,20.3,2,0
"Fish, mullet, striped, raw",Snack,117,19.4,3.79,0
"Fish, mullet, striped, cooked, dry heat",Snack,150,24.8,4.86,0
"Fish, ocean perch, Atlantic, raw",Snack,332,15.3,1.54,0
"Fish, ocean perch, Atlantic, cooked, dry heat",Snack,96,18.5,1.87,0
"Fish, pike, northern, cooked, dry heat",Snack,113,24.7,0.88,0
"Fish, pike, walleye, raw",Snack,93,19.1,1.22,0
"Fish, pollock, Atlantic, raw",Snack,92,19.4,0.98,0
"Fish, pollock, Alaska, raw (may contain additives to retain moisture)",Snack,233,12.2,0.41,0
"Fish, rockfish, Pacific, mixed species, cooked, dry heat",Snack,109,22.2,1.62,0
"Fish, roe, mixed species, raw",Snack,599,22.3,6.42,1.5
"Fish, roughy, orange, raw",Snack,320,16.4,0.7,0
"Fish, sablefish, raw",Snack,195,13.4,15.3,0
"Fish, salmon, chum, canned, drained solids with bone",Dinner,141,21.4,5.5,0
